value	namei	namej
-0.044469007112359	Phosphatidylethanolamines	Brassinolides and derivatives
-0.0444923886721313	Tricarboxylic acids and derivatives	Phosphatidylcholines
-0.0445255303537724	Peptidomimetics	Fatty alcohols
-0.0445357447100052	Very long-chain fatty acids	Diazines
-0.0445584651274292	Oligopeptides	Alpha amino acids
-0.0446187931930944	Cholesterols and derivatives	Peptides
-0.044630168253688	Ergosterols and derivatives	Phosphatidylcholines
-0.0446366909178592	Tetrahydroisoquinolines	Flavonoids
-0.0447376508462732	1-acyl-sn-glycero-3-phosphocholines	Acyclic diterpenoids
-0.0447622864201451	Medium-chain fatty acids	Isoflavonoids
-0.0447822123456588	Benzopyrans	Phosphatidylcholines
-0.044813220100619	Monoterpenoids	Stigmastanes and derivatives
-0.0449368122239633	Phenylpropanes	Glutamine and derivatives
-0.0449423358814519	Benzoic acids and derivatives	Amino acids, peptides, and analogues
-0.0451072262889517	Benzenesulfonic acids and derivatives	Long-chain fatty alcohols
-0.045173911777271	1,2-diacylglycerols	Imidazopyrimidines
-0.0452923417248129	Phenolic glycosides	Tetrahydroxy bile acids, alcohols and derivatives
-0.0455065049375006	Annonaceous acetogenins	N-acyl-alpha amino acids
-0.0455576198474466	Peptides	Indoles and derivatives
-0.045600299608415	1-alkyl,2-acylglycero-3-phosphocholines	Sesquiterpenoids
-0.0456057265902239	Hydroxy acids and derivatives	Imidazopyrimidines
-0.0456697103593975	Benzenesulfonic acids and derivatives	1,2-diacylglycerols
-0.0457478040824675	Hydroxy acids and derivatives	Benzoic acid esters
-0.0457501887721318	Hydroxy acids and derivatives	Fatty acid esters
-0.0457538534774176	Fatty alcohols	Cholesteryl esters
-0.0457754958797475	Ergosterols and derivatives	Ketones
-0.0458103000038051	1-monoacylglycerols	Lineolic acids and derivatives
-0.0458172923119165	Coumarins and derivatives	Brassinolides and derivatives
-0.0458719901594475	Hydroxy acids and derivatives	Fatty acids and conjugates
-0.0459281590633465	Bile acids, alcohols and derivatives	Long-chain fatty acids
-0.0460041059005698	Gluco/mineralocorticoids, progestogins and derivatives	Benzodioxoles
-0.0460084361859638	Tetrahydroxy bile acids, alcohols and derivatives	Sesquiterpenoids
-0.0460304197049752	Brassinolides and derivatives	Phosphatidylcholines
-0.0460462781575744	Beta-diketones	Organonitrogen compounds
-0.0461532575200371	Bile acids, alcohols and derivatives	Oligopeptides
-0.0462224466982408	1-alkyl,2-acylglycero-3-phosphocholines	Lineolic acids and derivatives
-0.0463261216152471	Bile acids, alcohols and derivatives	1,3-diacylglycerols
-0.0464084248917352	Very long-chain fatty acids	Cinnamic acids and derivatives
-0.0464114287633854	Benzoic acids and derivatives	Fatty acid esters
-0.0464250801090716	Sphingolipids	Medium-chain fatty acids
-0.0464816621005288	Dicarboxylic acids and derivatives	Benzodioxoles
-0.0465370596941182	O-glycosyl compounds	Phosphatidylethanolamines
-0.0465437244013742	1-monoacylglycerols	Diazines
-0.0465892375821925	Carboximidic acids and derivatives	Phenols
-0.0466044385116573	Phenols	Triterpenoids
-0.0467546540472304	Hydroxy acids and derivatives	Acyl carnitines
-0.0468349843162966	Phosphatidylcholines	Acyl carnitines
-0.0468422317403699	Phosphatidylethanolamines	1,3-diacylglycerols
-0.0468516393211212	Annonaceous acetogenins	Fatty acids and conjugates
-0.0469501616456731	O-glycosyl compounds	1,2-diacylglycerols
-0.0469912115025609	Cholesterols and derivatives	Phosphatidylcholines
-0.0469984364638741	Oligopeptides	Benzoic acids and derivatives
-0.047012982949481	Dipeptides	Cholesteryl esters
-0.0470412923382659	Organic sulfuric acids and derivatives	Benzenesulfonic acids and derivatives
-0.047048656539948	Stigmastanes and derivatives	Lineolic acids and derivatives
-0.0470934203426228	Dicarboxylic acids and derivatives	Fatty alcohols
-0.0470994198389147	Carboximidic acids and derivatives	Hydroxybenzoic acid derivatives
-0.0471712211350676	Phosphatidylcholines	Long-chain fatty alcohols
-0.0471762237795364	Annonaceous acetogenins	Phosphatidylcholines
-0.0472390918994366	Sulfated steroids	Phenolic glycosides
-0.0472462945830906	1-acyl-sn-glycero-3-phosphoethanolamines	Benzodioxoles
-0.0472777351178786	Benzoic acids and derivatives	Phosphatidylcholines
-0.0475483249102014	Bile acids, alcohols and derivatives	Peptides
-0.0475633716935548	Peptides	1,2-diacylglycerols
-0.0475956086935345	Azoles	Alpha amino acids
-0.0477593567381964	Phenylpropanes	Phosphatidylethanolamines
-0.0478558700702542	Hydroxybenzoic acid derivatives	1,2-diacylglycerols
-0.0479000762105321	Peptides	Triacylglycerols
-0.047923405618818	Phenylpropanes	1-monoacylglycerols
-0.0479519750486112	1-acyl-sn-glycero-3-phosphoethanolamines	Triacylglycerols
-0.047996825475423	Benzopyrans	Azoles
-0.0480136586928755	Benzene and substituted derivatives	Glutamine and derivatives
-0.048064507948194	Pyridines and derivatives	Fatty acids and conjugates
-0.048077512872955	Isoflavonoids	Lineolic acids and derivatives
-0.0480776673160644	Acyclic diterpenoids	N-acyl-alpha amino acids
-0.0481206289816608	Phenylpropanes	Fatty alcohols
-0.0481316731075347	Purine nucleosides	Tetrahydroxy bile acids, alcohols and derivatives
-0.0483229244903378	Tetrahydroisoquinolines	Phosphatidylcholines
-0.0483501507218138	Sphingolipids	Azoles
-0.0483876131002565	Phosphatidylcholines	Lineolic acids and derivatives
-0.0484652489499202	Benzodioxoles	Phosphatidylcholines
-0.0484754284720322	Carboximidic acids and derivatives	1-alkyl,2-acylglycero-3-phosphocholines
-0.048538370411659	1-acyl-sn-glycero-3-phosphocholines	Azoles
-0.0485935113918684	Bile acids, alcohols and derivatives	Ergosterols and derivatives
-0.0485987886073896	Lactones	Fatty alcohols
-0.0486014502802032	Bile acids, alcohols and derivatives	Diazines
-0.048689903577419	L-alpha-amino acids	Benzodioxoles
-0.0487077242615863	Phenolic glycosides	Long-chain fatty acids
-0.0487297315294722	Keto acids and derivatives	1,3-diacylglycerols
-0.0487362205293195	Quinolines and derivatives	Triterpenoids
-0.0487690222018925	Phenylpropanes	1,3-diacylglycerols
-0.0487905572862306	Phenol ethers	Gluco/mineralocorticoids, progestogins and derivatives
-0.0488351539073047	Phenolic glycosides	Fatty acyl glycosides of mono- and disaccharides
-0.0488351862627376	Hydroxycinnamic acids and derivatives	Phenylpropanes
-0.0488608351647381	Hydroxy acids and derivatives	Stigmastanes and derivatives
-0.0489248412274086	Oligopeptides	1,2-diacylglycerols
-0.0489561838376921	Beta-diketones	Acyl carnitines
-0.0490186053376589	Lactones	1,2-diacylglycerols
-0.0490294055259279	Oligopeptides	Lineolic acids and derivatives
-0.0490394221495759	Phosphatidylcholines	Organonitrogen compounds
-0.0490999555679182	L-alpha-amino acids	Diazines
-0.0491600979456484	Dipeptides	Phenols
-0.0491645442067887	1,2-diacylglycerols	Acyl carnitines
-0.0491703336364727	Benzene and substituted derivatives	O-glycosyl compounds
-0.0492641833511879	Annonaceous acetogenins	Peptides
-0.0493159366023542	Carboximidic acids and derivatives	N-acyl-alpha amino acids
-0.0493860917315033	Carboximidic acids and derivatives	Benzenesulfonic acids and derivatives
-0.0494190984006839	Tricarboxylic acids and derivatives	Flavonoids
-0.0495352264282935	Carboximidic acids and derivatives	Fatty acid esters
-0.0495573244492214	Flavonoids	Sesquiterpenoids
-0.0495674928793532	1-acyl-sn-glycero-3-phosphoethanolamines	Fatty acyl glycosides of mono- and disaccharides
-0.0495769780768719	Hydroxy acids and derivatives	Ketones
-0.0496118070939394	1-alkyl,2-acylglycero-3-phosphocholines	Benzene and substituted derivatives
-0.0496499398454581	Medium-chain fatty acids	Organonitrogen compounds
-0.0496631125258012	1-acyl-sn-glycero-3-phosphocholines	Diazines
-0.0496836686130187	Phosphatidylcholines	Fatty acids and conjugates
-0.049709899772455	Bile acids, alcohols and derivatives	Glutamine and derivatives
-0.0497781139647981	Purine nucleosides	1-alkyl,2-acylglycero-3-phosphocholines
-0.0498112245062895	Hydroxy acids and derivatives	Fatty amides
-0.0498341147328214	Fatty acyl glycosides of mono- and disaccharides	Acyclic diterpenoids
-0.0498369404904723	Carboximidic acids and derivatives	Keto acids and derivatives
-0.0499672931108153	Dicarboxylic acids and derivatives	Cholesterols and derivatives
-0.0500023647901039	Phenolic glycosides	Fatty acid esters
-0.0500241858288941	1-acyl-sn-glycero-3-phosphocholines	Ketones
-0.0500940487728699	Tetrahydroisoquinolines	Isoflavonoids
-0.0502992910718739	Indoles and derivatives	Acyl carnitines
-0.0503071870319813	Alkyl-phenylketones	1-alkyl,2-acylglycero-3-phosphocholines
-0.050319573670513	Flavonoids	Phenols
-0.05063395243418	Phenolic glycosides	Lactones
-0.0506545445683911	Imidazopyrimidines	1,3-diacylglycerols
-0.050717853426558	Sesquiterpenoids	Fatty acid esters
-0.0507776020340942	1-acyl-sn-glycero-3-phosphoethanolamines	Cinnamic acids and derivatives
-0.0508836474458483	Tetrahydroisoquinolines	Medium-chain fatty acids
-0.0509079609428376	Peptidomimetics	Pyridines and derivatives
-0.0509207681303732	Carboximidic acids and derivatives	Lineolic acids and derivatives
-0.0510492698188134	Azolidines	Triterpenoids
-0.0511223441804157	Pyridines and derivatives	Phenols
-0.0511769906639012	Dipeptides	Pyridines and derivatives
-0.0511839715119508	Hydroxy acids and derivatives	Ergosterols and derivatives
-0.0512250531858601	Organic sulfuric acids and derivatives	Stigmastanes and derivatives
-0.0513259824516864	1-acyl-sn-glycero-3-phosphoethanolamines	Purine nucleosides
-0.0513603143382757	1-monoacylglycerols	Tetrahydroxy bile acids, alcohols and derivatives
-0.051469000660847	Stigmastanes and derivatives	Long-chain fatty alcohols
-0.0515134139776304	Azolidines	Acyl carnitines
-0.051665383808948	Phenylpropanes	N-acyl-alpha amino acids
-0.0516714030363088	Monoterpenoids	Pyridines and derivatives
-0.0517644962742736	Benzene and substituted derivatives	Indoles and derivatives
-0.0517919134727049	Sulfated steroids	Cinnamic acids and derivatives
-0.0518710795644162	Benzopyrans	Glutamine and derivatives
-0.0518867931637041	Diazines	N-acyl-alpha amino acids
-0.051981567931658	Coumarins and derivatives	Gluco/mineralocorticoids, progestogins and derivatives
-0.0519856024009462	Ergosterols and derivatives	Acyclic diterpenoids
-0.0520201689488816	Purine nucleosides	Benzodioxoles
-0.0520558182296307	Hydroxy acids and derivatives	Long-chain fatty acids
-0.0520575956648283	Fatty acyl glycosides of mono- and disaccharides	Alpha amino acids
-0.0520612020516221	L-alpha-amino acids	Azoles
-0.0520909443741357	1-monoacylglycerols	Fatty acyl glycosides of mono- and disaccharides
-0.0521546516261083	1-acyl-sn-glycero-3-phosphoethanolamines	Fatty acid esters
-0.0522306288560296	Ergosterols and derivatives	Sulfated steroids
-0.0522856224884479	Dipeptides	Fatty alcohols
-0.0523708586237719	Coumarins and derivatives	Oligopeptides
-0.0524204220910663	Hydroxybenzoic acid derivatives	Pyridines and derivatives
-0.0524244672016612	Sphingolipids	Lactones
-0.052434560843663	Quinolines and derivatives	Fatty acid esters
-0.0525411983122558	Phenol ethers	Cholesterols and derivatives
-0.052589196419581	Benzoic acids and derivatives	Stigmastanes and derivatives
-0.05259776553233	Oligopeptides	O-glycosyl compounds
-0.0526243364684741	Dipeptides	Azoles
-0.0527095566410486	1-acyl-sn-glycero-3-phosphoethanolamines	Long-chain fatty acids
-0.0528214502400706	1-alkyl,2-acylglycero-3-phosphocholines	Benzoic acids and derivatives
-0.0529908066004021	Purine nucleosides	Pyridines and derivatives
-0.0530008148615799	Stigmastanes and derivatives	Organonitrogen compounds
-0.0532148212021561	Fatty amides	O-glycosyl compounds
-0.0532849314061733	Hydroxy acids and derivatives	Pyridines and derivatives
-0.0533186675120079	Tricarboxylic acids and derivatives	Cholesteryl esters
-0.0533196378509996	Annonaceous acetogenins	Acyclic diterpenoids
-0.0533656453658857	Sulfated steroids	Long-chain fatty acids
-0.0534451576123553	1-alkyl,2-acylglycero-3-phosphocholines	Phenols
-0.0535413725662216	Carboximidic acids and derivatives	Gluco/mineralocorticoids, progestogins and derivatives
-0.0536411253087643	1-acyl-sn-glycero-3-phosphoethanolamines	Tetrahydroxy bile acids, alcohols and derivatives
-0.053692370970112	N-acyl-alpha amino acids	Triterpenoids
-0.0537027190439594	Tetrahydroxy bile acids, alcohols and derivatives	Long-chain fatty alcohols
-0.0537435501123923	Oligopeptides	N-acyl-alpha amino acids
-0.053860427464967	Alkyl-phenylketones	Phosphatidylethanolamines
-0.0538979134808564	L-alpha-amino acids	Lineolic acids and derivatives
-0.0539074947798865	Sphingolipids	Stigmastanes and derivatives
-0.0539799289143628	Phenol ethers	Cinnamic acids and derivatives
-0.0540173914651914	Tetrahydroisoquinolines	Tricarboxylic acids and derivatives
-0.0540271938590668	Quinolines and derivatives	Diazines
-0.0540782433025207	Purine nucleosides	Phenolic glycosides
-0.0541075672168002	Monoterpenoids	O-glycosyl compounds
-0.0542038371604096	Benzodioxoles	Glutamine and derivatives
-0.0542524094503522	Tetrahydroisoquinolines	Indoles and derivatives
-0.0543012370178	Hydroxy acids and derivatives	Isoflavonoids
-0.0543785316776245	Azolidines	Phenols
-0.0544758038885279	1-acyl-sn-glycero-3-phosphocholines	Cinnamic acids and derivatives
-0.0544822657211696	Sulfated steroids	Oligopeptides
-0.0545826536117873	Benzene and substituted derivatives	Long-chain fatty alcohols
-0.0546949196184306	Alkyl-phenylketones	Phosphatidylcholines
-0.0547806792974202	Hydroxybenzoic acid derivatives	Long-chain fatty acids
-0.0548436461546984	1-alkyl,2-acylglycero-3-phosphocholines	Triacylglycerols
-0.0548495295355018	Benzopyrans	Lactones
-0.054903425706219	Hydroxycinnamic acids and derivatives	Monoterpenoids
-0.054927260622901	Carboximidic acids and derivatives	Peptidomimetics
-0.0550749536448045	Lactones	Isoflavonoids
-0.0550813784013712	Azolidines	Beta-diketones
-0.0551424468841981	Imidazopyrimidines	Acyl carnitines
-0.0552427667283196	Imidazopyrimidines	Triacylglycerols
-0.0552461897214303	Acyl carnitines	Triterpenoids
-0.0552740560748954	Carboximidic acids and derivatives	Peptides
-0.0552825885215153	Acyclic diterpenoids	Stigmastanes and derivatives
-0.0553501293702253	Fatty acids and conjugates	Triterpenoids
-0.0554274717698409	Phenol ethers	Glutamine and derivatives
-0.0554688071213896	Coumarins and derivatives	Beta-diketones
-0.0555013236168628	Lactones	Organonitrogen compounds
-0.0555121005693315	Sulfated steroids	Monoterpenoids
-0.0555533669064933	Acyl carnitines	Amino acids, peptides, and analogues
-0.0556172252302363	Very long-chain fatty acids	Phosphatidylethanolamines
-0.0556547002958513	Ketones	Diazines
-0.0556968574248446	Organic sulfuric acids and derivatives	Diazines
-0.055711087428775	1-acyl-sn-glycero-3-phosphocholines	Phenylpropanes
-0.0557412311417817	Bile acids, alcohols and derivatives	Purine nucleosides
-0.0557729797127591	Oligopeptides	Monoterpenoids
-0.0557810555508137	Annonaceous acetogenins	Alpha amino acids
-0.0557834371450304	Alkyl-phenylketones	Phenolic glycosides
-0.0558440278287541	Dicarboxylic acids and derivatives	Indoles and derivatives
-0.055848852023057	Coumarins and derivatives	1,3-diacylglycerols
-0.0559026270281755	Sulfated steroids	Thiazoles
-0.055907819510893	Benzopyrans	Beta-diketones
-0.0559397565005124	Imidazopyrimidines	Phosphatidylcholines
-0.0559431938379288	Very long-chain fatty acids	Gluco/mineralocorticoids, progestogins and derivatives
-0.0559542733347074	Annonaceous acetogenins	Gluco/mineralocorticoids, progestogins and derivatives
-0.0559676680317675	Isoflavonoids	Brassinolides and derivatives
-0.0560211869945557	Diterpenoids	Phenols
-0.0560680489833426	Keto acids and derivatives	Phenols
-0.0560916605198766	Ketones	Triterpenoids
-0.0560956912117824	Phenol ethers	Pyridines and derivatives
-0.0561323813369021	Fatty acyl glycosides of mono- and disaccharides	Stigmastanes and derivatives
-0.0561439888700368	Coumarins and derivatives	Cinnamic acids and derivatives
-0.0561717942176223	Carboximidic acids and derivatives	Brassinolides and derivatives
-0.0561722320339191	Tetrahydroisoquinolines	Fatty acids and conjugates
-0.0562836481279629	Dicarboxylic acids and derivatives	Gluco/mineralocorticoids, progestogins and derivatives
-0.0563403303078158	1-monoacylglycerols	1,3-diacylglycerols
-0.0564137074597417	Ergosterols and derivatives	Phenol ethers
-0.0564516669263072	Alkyl-phenylketones	Coumarins and derivatives
-0.0565045078037479	Tetrahydroxy bile acids, alcohols and derivatives	Indoles and derivatives
-0.056616216814241	1,2-diacylglycerols	Indoles and derivatives
-0.05664879910443	Annonaceous acetogenins	Triacylglycerols
-0.0567141980098088	Carboximidic acids and derivatives	Alkyl-phenylketones
-0.0567401827380036	Tetrahydroisoquinolines	Cinnamic acids and derivatives
-0.0567416170626311	1-alkyl,2-acylglycero-3-phosphocholines	Isoflavonoids
-0.0567424022814245	Carboximidic acids and derivatives	Fatty alcohols
-0.0568430357687126	Benzopyrans	Pyridines and derivatives
-0.0568618028719983	Cinnamic acids and derivatives	Organonitrogen compounds
-0.056862247124201	Alkyl-phenylketones	Glutamine and derivatives
-0.0569021446299048	Coumarins and derivatives	Lineolic acids and derivatives
-0.0569821132907523	Long-chain fatty alcohols	Alpha amino acids
-0.0570068890859138	Benzodioxoles	Phenols
-0.057013171451187	Phenol ethers	Fatty acyl glycosides of mono- and disaccharides
-0.0570332324058174	Benzene and substituted derivatives	Benzodioxoles
-0.0570846255933263	1,2-diacylglycerols	Acyclic diterpenoids
-0.0571399083016057	Tetrahydroxy bile acids, alcohols and derivatives	Lineolic acids and derivatives
-0.0571867325688963	Peptidomimetics	Cinnamic acids and derivatives
-0.0571956086856881	Azolidines	Flavonoids
-0.0573158018745719	1-acyl-sn-glycero-3-phosphoethanolamines	Long-chain fatty alcohols
-0.0573804031895856	Sulfated steroids	N-acyl-alpha amino acids
-0.0573990275346861	1,2-diacylglycerols	Tetrahydroxy bile acids, alcohols and derivatives
-0.0574541019096882	Azolidines	Benzodioxoles
-0.0574763853589497	Azolidines	Azoles
-0.0576042469639047	Carboximidic acids and derivatives	Triacylglycerols
-0.0576152785801761	Annonaceous acetogenins	Lineolic acids and derivatives
-0.0576684289543036	Organic sulfuric acids and derivatives	N-acyl-alpha amino acids
-0.0577092320638595	Gluco/mineralocorticoids, progestogins and derivatives	Triterpenoids
-0.0577144427665525	Purine nucleosides	Cinnamic acids and derivatives
-0.0577189240823992	1-acyl-sn-glycero-3-phosphocholines	1,3-diacylglycerols
-0.0577402369160203	Sphingolipids	Brassinolides and derivatives
-0.0578573571181572	Phosphatidylcholines	Triterpenoids
-0.0580779748734206	1,2-diacylglycerols	Triterpenoids
-0.0580983943985737	Isoflavonoids	Triacylglycerols
-0.058199694144595	Medium-chain fatty acids	Dipeptides
-0.0582927109747708	Cholesterols and derivatives	Sulfated steroids
-0.0583721230287998	Medium-chain fatty acids	Fatty acids and conjugates
-0.0583728338646232	Dicarboxylic acids and derivatives	Stigmastanes and derivatives
-0.0583816788183232	Brassinolides and derivatives	Alpha amino acids
-0.0583987500019148	Hydroxybenzoic acid derivatives	1,3-diacylglycerols
-0.058406181932475	Alkyl-phenylketones	Long-chain fatty acids
-0.0584373381603542	Keto acids and derivatives	Long-chain fatty acids
-0.0584681038290282	Annonaceous acetogenins	Sesquiterpenoids
-0.0585046086562851	Quinolines and derivatives	Phosphatidylethanolamines
-0.058522295177259	Fatty acyl glycosides of mono- and disaccharides	Tetrahydroxy bile acids, alcohols and derivatives
-0.0586280533046512	Fatty acids and conjugates	Lineolic acids and derivatives
-0.0586599922229607	Ergosterols and derivatives	Benzopyrans
-0.0587261306599798	Hydroxybenzoic acid derivatives	Benzoic acids and derivatives
-0.0588242147786525	Benzene and substituted derivatives	Phosphatidylcholines
-0.0589539554718841	Fatty acyl glycosides of mono- and disaccharides	1,2-diacylglycerols
-0.058987209632091	Dipeptides	Cinnamic acids and derivatives
-0.0589940528050044	Pyridines and derivatives	1,3-diacylglycerols
-0.0590679140027133	Coumarins and derivatives	Lactones
-0.05907092538526	Gluco/mineralocorticoids, progestogins and derivatives	Ketones
-0.0591135667359669	Gluco/mineralocorticoids, progestogins and derivatives	Organonitrogen compounds
-0.0592222234733729	Pyridines and derivatives	Lineolic acids and derivatives
-0.0592328787565123	Peptidomimetics	Benzoic acids and derivatives
-0.0593463925172594	L-alpha-amino acids	Benzoic acids and derivatives
-0.05941044763792	Brassinolides and derivatives	Lineolic acids and derivatives
-0.0594327040063449	Beta-diketones	Acyclic diterpenoids
-0.0594651810404783	Azoles	1,3-diacylglycerols
-0.059489859272693	Azolidines	Acyclic diterpenoids
-0.0596815414389496	Benzoic acids and derivatives	Long-chain fatty alcohols
-0.0597482472509496	Hydroxy acids and derivatives	Benzodioxoles
-0.0597538712936074	Brassinolides and derivatives	Triacylglycerols
-0.0597844038601611	Carboximidic acids and derivatives	Cholesteryl esters
-0.0598409074088804	Benzene and substituted derivatives	Keto acids and derivatives
-0.0600054990665179	Ergosterols and derivatives	Azolidines
-0.0600069291279697	Purine nucleosides	Peptidomimetics
-0.0603957568737024	O-glycosyl compounds	Fatty acid esters
-0.0604372559649363	Fatty acyl glycosides of mono- and disaccharides	Brassinolides and derivatives
-0.0604500720390504	Tetrahydroxy bile acids, alcohols and derivatives	N-acyl-alpha amino acids
-0.0604925996001925	Fatty acyl glycosides of mono- and disaccharides	Fatty acid esters
-0.0605362774112071	Very long-chain fatty acids	Pyridines and derivatives
-0.0606633789230585	Benzene and substituted derivatives	Phenolic glycosides
-0.0607664516412343	Sphingolipids	Phenylpropanes
-0.0607730398399903	Coumarins and derivatives	Azoles
-0.0608670345563877	Organic sulfuric acids and derivatives	Phenylpropanes
-0.060885963638937	Quinolines and derivatives	Flavonoids
-0.0608887553131516	O-glycosyl compounds	Alpha amino acids
-0.060912954737796	Cholesterols and derivatives	Phenols
-0.0610059970474777	Annonaceous acetogenins	Phenolic glycosides
-0.0615164303264621	Medium-chain fatty acids	Benzene and substituted derivatives
-0.0615192894692625	Phosphatidylethanolamines	Phenols
-0.0615331283926558	Phosphatidylethanolamines	Long-chain fatty alcohols
-0.0616266288802059	Indoles and derivatives	Fatty acid esters
-0.0616867753381972	Annonaceous acetogenins	Glutamine and derivatives
-0.0616959018355647	Indoles and derivatives	Organonitrogen compounds
-0.0617121846530095	Organic sulfuric acids and derivatives	Medium-chain fatty acids
-0.0617186333330351	Indoles and derivatives	Triacylglycerols
-0.0618607575410833	Peptides	Ketones
-0.0618725975444216	Carboximidic acids and derivatives	Pyridines and derivatives
-0.0618785010098241	1-acyl-sn-glycero-3-phosphocholines	Medium-chain fatty acids
-0.0620361640538749	Very long-chain fatty acids	Oligopeptides
-0.0620625024052059	Dipeptides	Beta-diketones
-0.0620812305390334	Tetrahydroisoquinolines	Coumarins and derivatives
-0.0621248218435346	Alpha amino acids	Triacylglycerols
-0.0621277036715693	Oligopeptides	Benzoic acid esters
-0.062129328643091	Cholesteryl esters	Fatty acid esters
-0.0621499730508819	Dipeptides	Phenylpropanes
-0.0621768785063661	Sesquiterpenoids	Cholesteryl esters
-0.0621966991227858	Sphingolipids	Benzodioxoles
-0.0622226144096249	Azoles	Long-chain fatty alcohols
-0.0622515574743996	Dicarboxylic acids and derivatives	Peptides
-0.0622710215947713	Dipeptides	Oligopeptides
-0.062272887094173	O-glycosyl compounds	Benzoic acids and derivatives
-0.0625928370220041	Benzopyrans	Diazines
-0.0625995420333782	1-acyl-sn-glycero-3-phosphocholines	Acyl carnitines
-0.0626167297898137	Acyclic diterpenoids	Isoflavonoids
-0.0627568415836793	Coumarins and derivatives	Benzodioxoles
-0.0627602839685326	Cholesterols and derivatives	Long-chain fatty alcohols
-0.0628485483076456	Benzene and substituted derivatives	Fatty acid esters
-0.0628996084265103	Organic sulfuric acids and derivatives	Lactones
-0.0629168494339785	Acyl carnitines	Triacylglycerols
-0.0629778985318396	Benzodioxoles	Cholesteryl esters
-0.0630956860957572	Benzenesulfonic acids and derivatives	Phenols
-0.0630957050100101	Fatty acyl glycosides of mono- and disaccharides	Benzoic acids and derivatives
-0.0632074564163563	Coumarins and derivatives	Acyl carnitines
-0.0634019245089156	Ergosterols and derivatives	Carboximidic acids and derivatives
-0.0634549747561552	Sphingolipids	Flavonoids
-0.0634788703231105	Tetrahydroisoquinolines	Long-chain fatty alcohols
-0.0635480515204362	Sphingolipids	Purine nucleosides
-0.0635946693717803	Benzodioxoles	Fatty alcohols
-0.0636563168021054	Cholesterols and derivatives	Fatty acyl glycosides of mono- and disaccharides
-0.063685801220014	1-acyl-sn-glycero-3-phosphoethanolamines	Beta-diketones
-0.0637406400388866	1-acyl-sn-glycero-3-phosphoethanolamines	Phenylpropanes
-0.0637837403973784	Ketones	Keto acids and derivatives
-0.063816874422379	Stigmastanes and derivatives	Fatty acid esters
-0.0638340065399293	Benzoic acids and derivatives	Lactones
-0.0639589177296212	Sulfated steroids	Triterpenoids
-0.0640626575559368	Carboximidic acids and derivatives	Medium-chain fatty acids
-0.0641429704984007	Sphingolipids	Fatty acid esters
-0.0641931535758162	Phenolic glycosides	1,2-diacylglycerols
-0.0643860025273951	Fatty alcohols	Cinnamic acids and derivatives
-0.0645077737394566	Peptides	Fatty alcohols
-0.0646324638935057	Hydroxy acids and derivatives	Triacylglycerols
-0.0648804193621334	1-acyl-sn-glycero-3-phosphocholines	Fatty alcohols
-0.0649283971489202	Alkyl-phenylketones	Alpha amino acids
-0.0650264187932909	Flavonoids	1-monoacylglycerols
-0.0650467327418567	Very long-chain fatty acids	Benzoic acid esters
-0.0651222183293042	Phenylpropanes	Isoflavonoids
-0.0651514575471405	Quinolines and derivatives	Fatty alcohols
-0.0651732339674489	Azolidines	Benzoic acids and derivatives
-0.0652095158584688	Benzopyrans	Phosphatidylethanolamines
-0.0652609047934875	1-acyl-sn-glycero-3-phosphoethanolamines	Imidazopyrimidines
-0.0653808814692875	Benzene and substituted derivatives	Isoflavonoids
-0.065439944753512	Dicarboxylic acids and derivatives	Oligopeptides
-0.0654635124394355	Purine nucleosides	Stigmastanes and derivatives
-0.0655807618383199	1-acyl-sn-glycero-3-phosphoethanolamines	Flavonoids
-0.0656197339802472	Azolidines	Imidazopyrimidines
-0.0657417522051309	Dipeptides	Lactones
-0.0658836787495543	Sesquiterpenoids	Triacylglycerols
-0.0659105327688958	Azolidines	Ketones
-0.0659108382624539	Phenol ethers	Triacylglycerols
-0.0659750318641861	Alkyl-phenylketones	Monoterpenoids
-0.0660677678907894	1-acyl-sn-glycero-3-phosphocholines	Lactones
-0.0661386065576933	Peptidomimetics	Fatty acyl glycosides of mono- and disaccharides
-0.0662384421401878	Purine nucleosides	Triacylglycerols
-0.0664271972249815	O-glycosyl compounds	Long-chain fatty alcohols
-0.0664710766369328	Hydroxycinnamic acids and derivatives	Benzodioxoles
-0.0666180144185926	Hydroxy acids and derivatives	Lactones
-0.0666218809657154	Peptides	Lineolic acids and derivatives
-0.0667176472133882	Benzoic acids and derivatives	Diazines
-0.0667472205110921	Phenolic glycosides	Ketones
-0.0669114673804901	Monoterpenoids	Beta-diketones
-0.0669830590393958	Organic sulfuric acids and derivatives	Azoles
-0.0670266402979012	Phosphatidylethanolamines	Triterpenoids
-0.0670670535882901	Tetrahydroisoquinolines	Keto acids and derivatives
-0.0671202491641018	Sesquiterpenoids	Organonitrogen compounds
-0.0671746886092337	Very long-chain fatty acids	1-monoacylglycerols
-0.0671798964661364	Alkyl-phenylketones	Dipeptides
-0.0673544201404815	Dicarboxylic acids and derivatives	Diazines
-0.0674132852013106	Organic sulfuric acids and derivatives	Pyridines and derivatives
-0.0674160359721224	Organic sulfuric acids and derivatives	Fatty alcohols
-0.0674568675212978	L-alpha-amino acids	Fatty acyl glycosides of mono- and disaccharides
-0.0674697054165387	Benzene and substituted derivatives	Long-chain fatty acids
-0.0675341746790246	Carboximidic acids and derivatives	Diazines
